country,points,price,province,region_1,taster_name,variety,is_red,is_white,is_rose,is_sparkling,is_dry,is_sweet,year,is_blend
5.0,85,16.0,58.0,124.0,5.0,15.0,0,0,0,0,0,0,2013.0,1
8.0,85,25.0,19.0,106.0,6.0,59.0,1,0,0,0,0,0,2008.0,0
1.0,90,15.0,1.0,1.0,1.0,9.0,1,0,0,0,0,0,2013.0,1
7.0,87,15.0,16.0,125.0,8.0,14.0,0,1,0,0,1,1,,0
1.0,93,49.0,9.0,24.0,9.0,67.0,1,0,0,0,0,0,2014.0,0
1.0,86,26.0,9.0,64.0,,38.0,0,0,0,0,1,0,2007.0,0
9.0,90,27.0,59.0,,13.0,68.0,0,0,0,0,0,0,2013.0,0
1.0,91,35.0,9.0,126.0,7.0,6.0,1,0,0,0,0,0,2014.0,0
1.0,88,36.0,9.0,85.0,12.0,64.0,1,0,0,0,0,0,2013.0,0
7.0,88,20.0,16.0,127.0,8.0,36.0,0,1,0,0,0,0,2015.0,1
1.0,91,35.0,1.0,1.0,1.0,25.0,1,0,0,0,0,0,2012.0,0
7.0,85,25.0,22.0,29.0,8.0,27.0,0,0,0,0,1,0,2012.0,0
1.0,92,135.0,9.0,55.0,,30.0,0,0,0,0,0,0,2010.0,0
5.0,88,,6.0,82.0,3.0,11.0,1,0,0,0,0,0,2014.0,0
1.0,87,20.0,9.0,38.0,12.0,36.0,0,1,0,0,0,0,2012.0,1
1.0,92,35.0,1.0,1.0,11.0,12.0,0,0,0,0,0,0,2010.0,1
14.0,89,25.0,57.0,,16.0,24.0,0,0,0,0,0,0,2014.0,0
1.0,88,25.0,15.0,36.0,11.0,1.0,0,0,0,0,0,1,2007.0,0
5.0,90,20.0,37.0,71.0,16.0,48.0,0,0,0,0,0,0,2015.0,0
8.0,87,8.0,19.0,128.0,6.0,69.0,1,0,0,0,1,0,2010.0,0
1.0,90,16.0,1.0,1.0,1.0,28.0,0,0,0,0,0,0,2013.0,0
3.0,88,16.0,3.0,,3.0,3.0,0,0,0,0,0,0,2005.0,0
7.0,91,42.0,10.0,7.0,,54.0,0,0,0,0,0,0,2004.0,0
1.0,87,25.0,9.0,64.0,12.0,17.0,1,0,0,0,0,0,2014.0,0
7.0,88,27.0,31.0,129.0,,70.0,1,0,0,0,0,0,2005.0,0
5.0,86,19.0,32.0,130.0,3.0,71.0,0,0,0,0,0,0,,0
1.0,92,44.0,9.0,34.0,9.0,8.0,0,0,0,0,0,0,2015.0,0
1.0,90,45.0,9.0,131.0,12.0,30.0,1,0,0,0,0,0,2014.0,0
6.0,86,30.0,7.0,132.0,6.0,66.0,0,0,0,0,0,0,2008.0,1
1.0,89,11.0,60.0,,11.0,49.0,0,1,0,0,0,0,2006.0,0
8.0,85,20.0,14.0,133.0,6.0,72.0,0,1,0,0,0,0,2015.0,0
5.0,87,15.0,18.0,,3.0,9.0,1,0,0,0,0,0,2015.0,1
5.0,90,22.0,6.0,134.0,3.0,11.0,1,0,0,0,0,0,2010.0,0
1.0,89,55.0,9.0,20.0,9.0,15.0,0,0,0,0,0,0,2012.0,1
1.0,83,52.0,9.0,85.0,,17.0,0,0,0,0,0,0,2010.0,0
8.0,91,58.0,19.0,80.0,6.0,73.0,0,0,0,0,0,0,2014.0,1
1.0,87,60.0,9.0,78.0,,6.0,1,0,0,0,1,0,2010.0,0
1.0,92,25.0,1.0,135.0,11.0,25.0,0,0,0,0,0,0,2009.0,0
11.0,92,50.0,29.0,46.0,5.0,30.0,0,0,0,0,0,0,2009.0,0
5.0,89,20.0,13.0,136.0,3.0,13.0,1,0,0,0,0,0,2012.0,0
7.0,92,30.0,16.0,72.0,8.0,14.0,0,1,0,0,0,0,2013.0,0
5.0,86,25.0,8.0,137.0,3.0,8.0,0,0,0,0,0,0,2011.0,0
1.0,89,25.0,9.0,126.0,7.0,24.0,0,0,0,0,1,0,2014.0,0
1.0,86,14.0,9.0,64.0,,17.0,0,0,0,0,1,0,2011.0,0
7.0,86,8.0,40.0,138.0,5.0,31.0,0,0,0,0,0,0,2001.0,0
1.0,91,50.0,9.0,50.0,,6.0,1,0,0,0,1,1,2007.0,0
7.0,87,48.0,10.0,7.0,8.0,10.0,0,0,0,0,1,0,2010.0,0
7.0,89,,31.0,139.0,,55.0,1,0,0,0,0,0,2004.0,0
7.0,87,,10.0,67.0,,54.0,0,0,0,0,0,0,2008.0,0
11.0,91,45.0,23.0,27.0,5.0,30.0,0,0,0,0,0,0,2007.0,0
5.0,93,55.0,8.0,40.0,3.0,6.0,0,0,0,0,0,0,2014.0,0
6.0,87,11.0,7.0,4.0,6.0,74.0,0,0,0,0,0,0,2006.0,0
1.0,90,32.0,1.0,1.0,11.0,1.0,1,0,0,0,0,0,2009.0,0
5.0,91,15.0,11.0,140.0,3.0,12.0,0,0,0,0,0,0,2010.0,1
5.0,87,22.0,13.0,11.0,3.0,13.0,1,0,0,0,0,0,2014.0,0
1.0,91,40.0,1.0,1.0,11.0,1.0,0,0,0,0,0,0,2009.0,0
1.0,83,20.0,9.0,30.0,,8.0,0,0,0,0,0,0,2006.0,0
